REGION	Region	LOCATION	Country	INCOME	Income	VAR	Variable	TIME	Year	Value	Flag Codes	Flags
AME	Americas	USA	United States	HIN	High income	RAPFR__2	Restricted access to productive and financial resources	2019	2019	10.6		
AME	Americas	USA	United States	HIN	High income	RCL__2	Restricted civil liberties	2019	2019	22.9		
ALL	All regions	USA	United States	HIN	High income	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	17.9		
ALL	All regions	USA	United States	HIN	High income	DF__2	Discrimination in the family	2019	2019	26.6		
ALL	All regions	USA	United States	HIN	High income	RPI__2	Restricted physical integrity	2019	2019	10.5		
ALL	All regions	USA	United States	HIN	High income	RAPFR__2	Restricted access to productive and financial resources	2019	2019	10.6		
ALL	All regions	USA	United States	HIN	High income	RCL__2	Restricted civil liberties	2019	2019	22.9		
AME	Americas	ATG	Antigua and Barbuda	HIN	High income	DF__2	Discrimination in the family	2019	2019	22.2		
ALL	All regions	ATG	Antigua and Barbuda	HIN	High income	DF__2	Discrimination in the family	2019	2019	22.2		
AME	Americas	ARG	Argentina	HIN	High income	DF__2	Discrimination in the family	2019	2019	23.1		
AME	Americas	ARG	Argentina	HIN	High income	RAPFR__2	Restricted access to productive and financial resources	2019	2019	23		
AME	Americas	ARG	Argentina	HIN	High income	RCL__2	Restricted civil liberties	2019	2019	7.1		
ALL	All regions	ARG	Argentina	HIN	High income	DF__2	Discrimination in the family	2019	2019	23.1		
ALL	All regions	ARG	Argentina	HIN	High income	RAPFR__2	Restricted access to productive and financial resources	2019	2019	23		
ALL	All regions	ARG	Argentina	HIN	High income	RCL__2	Restricted civil liberties	2019	2019	7.1		
AME	Americas	BHS	Bahamas	HIN	High income	DF__2	Discrimination in the family	2019	2019	22		
ALL	All regions	BHS	Bahamas	HIN	High income	DF__2	Discrimination in the family	2019	2019	22		
ASI	Asia	BHR	Bahrain	HIN	High income	DF__2	Discrimination in the family	2019	2019	92.1		
ALL	All regions	BHR	Bahrain	HIN	High income	DF__2	Discrimination in the family	2019	2019	92.1		
AME	Americas	BRB	Barbados	HIN	High income	DF__2	Discrimination in the family	2019	2019	21.8		
ALL	All regions	BRB	Barbados	HIN	High income	DF__2	Discrimination in the family	2019	2019	21.8		
ASI	Asia	BRN	Brunei Darussalam	HIN	High income	DF__2	Discrimination in the family	2019	2019	79.9		
ALL	All regions	BRN	Brunei Darussalam	HIN	High income	DF__2	Discrimination in the family	2019	2019	79.9		
AME	Americas	CHL	Chile	HIN	High income	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	36.1		
AME	Americas	CHL	Chile	HIN	High income	DF__2	Discrimination in the family	2019	2019	36.4		
AME	Americas	CHL	Chile	HIN	High income	RPI__2	Restricted physical integrity	2019	2019	18.8		
AME	Americas	CHL	Chile	HIN	High income	RAPFR__2	Restricted access to productive and financial resources	2019	2019	64.8		
AME	Americas	CHL	Chile	HIN	High income	RCL__2	Restricted civil liberties	2019	2019	16.6		
ALL	All regions	CHL	Chile	HIN	High income	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	36.1		
ALL	All regions	CHL	Chile	HIN	High income	DF__2	Discrimination in the family	2019	2019	36.4		
ALL	All regions	CHL	Chile	HIN	High income	RPI__2	Restricted physical integrity	2019	2019	18.8		
ALL	All regions	CHL	Chile	HIN	High income	RAPFR__2	Restricted access to productive and financial resources	2019	2019	64.8		
ALL	All regions	CHL	Chile	HIN	High income	RCL__2	Restricted civil liberties	2019	2019	16.6		
EUR	Europe	HRV	Croatia	HIN	High income	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	19.3		
EUR	Europe	HRV	Croatia	HIN	High income	DF__2	Discrimination in the family	2019	2019	22		
EUR	Europe	HRV	Croatia	HIN	High income	RPI__2	Restricted physical integrity	2019	2019	7		
EUR	Europe	HRV	Croatia	HIN	High income	RAPFR__2	Restricted access to productive and financial resources	2019	2019	29.1		
EUR	Europe	HRV	Croatia	HIN	High income	RCL__2	Restricted civil liberties	2019	2019	17.9		
ALL	All regions	HRV	Croatia	HIN	High income	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	19.3		
ALL	All regions	HRV	Croatia	HIN	High income	DF__2	Discrimination in the family	2019	2019	22		
ALL	All regions	HRV	Croatia	HIN	High income	RPI__2	Restricted physical integrity	2019	2019	7		
ALL	All regions	HRV	Croatia	HIN	High income	RAPFR__2	Restricted access to productive and financial resources	2019	2019	29.1		
ALL	All regions	HRV	Croatia	HIN	High income	RCL__2	Restricted civil liberties	2019	2019	17.9		
ASI	Asia	CYP	Cyprus	HIN	High income	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	28.3		
ASI	Asia	CYP	Cyprus	HIN	High income	DF__2	Discrimination in the family	2019	2019	42.3		
ASI	Asia	CYP	Cyprus	HIN	High income	RPI__2	Restricted physical integrity	2019	2019	11.7		
ASI	Asia	CYP	Cyprus	HIN	High income	RAPFR__2	Restricted access to productive and financial resources	2019	2019	19.3		
ASI	Asia	CYP	Cyprus	HIN	High income	RCL__2	Restricted civil liberties	2019	2019	36.7		
ALL	All regions	CYP	Cyprus	HIN	High income	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	28.3		
ALL	All regions	CYP	Cyprus	HIN	High income	DF__2	Discrimination in the family	2019	2019	42.3		
ALL	All regions	CYP	Cyprus	HIN	High income	RPI__2	Restricted physical integrity	2019	2019	11.7		
ALL	All regions	CYP	Cyprus	HIN	High income	RAPFR__2	Restricted access to productive and financial resources	2019	2019	19.3		
ALL	All regions	CYP	Cyprus	HIN	High income	RCL__2	Restricted civil liberties	2019	2019	36.7		
EUR	Europe	EST	Estonia	HIN	High income	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	14.1		
EUR	Europe	EST	Estonia	HIN	High income	DF__2	Discrimination in the family	2019	2019	21.8		
EUR	Europe	EST	Estonia	HIN	High income	RPI__2	Restricted physical integrity	2019	2019	7.3		
EUR	Europe	EST	Estonia	HIN	High income	RAPFR__2	Restricted access to productive and financial resources	2019	2019	4.6		
EUR	Europe	EST	Estonia	HIN	High income	RCL__2	Restricted civil liberties	2019	2019	21.5		
ALL	All regions	EST	Estonia	HIN	High income	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	14.1		
ALL	All regions	EST	Estonia	HIN	High income	DF__2	Discrimination in the family	2019	2019	21.8		
ALL	All regions	EST	Estonia	HIN	High income	RPI__2	Restricted physical integrity	2019	2019	7.3		
ALL	All regions	EST	Estonia	HIN	High income	RAPFR__2	Restricted access to productive and financial resources	2019	2019	4.6		
ALL	All regions	EST	Estonia	HIN	High income	RCL__2	Restricted civil liberties	2019	2019	21.5		
ASI	Asia	HKG	"Hong Kong, China"	HIN	High income	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	21.2		
ASI	Asia	HKG	"Hong Kong, China"	HIN	High income	DF__2	Discrimination in the family	2019	2019	21.8		
ASI	Asia	HKG	"Hong Kong, China"	HIN	High income	RPI__2	Restricted physical integrity	2019	2019	22.5		
ASI	Asia	HKG	"Hong Kong, China"	HIN	High income	RAPFR__2	Restricted access to productive and financial resources	2019	2019	13.4		
ASI	Asia	HKG	"Hong Kong, China"	HIN	High income	RCL__2	Restricted civil liberties	2019	2019	26.7		
ALL	All regions	HKG	"Hong Kong, China"	HIN	High income	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	21.2		
ALL	All regions	HKG	"Hong Kong, China"	HIN	High income	DF__2	Discrimination in the family	2019	2019	21.8		
ALL	All regions	HKG	"Hong Kong, China"	HIN	High income	RPI__2	Restricted physical integrity	2019	2019	22.5		
ALL	All regions	HKG	"Hong Kong, China"	HIN	High income	RAPFR__2	Restricted access to productive and financial resources	2019	2019	13.4		
ALL	All regions	HKG	"Hong Kong, China"	HIN	High income	RCL__2	Restricted civil liberties	2019	2019	26.7		
ASI	Asia	ISR	Israel	HIN	High income	DF__2	Discrimination in the family	2019	2019	46.8		
ASI	Asia	ISR	Israel	HIN	High income	RAPFR__2	Restricted access to productive and financial resources	2019	2019	28.3		
ASI	Asia	ISR	Israel	HIN	High income	RCL__2	Restricted civil liberties	2019	2019	38.4		
ALL	All regions	ISR	Israel	HIN	High income	DF__2	Discrimination in the family	2019	2019	46.8		
ALL	All regions	ISR	Israel	HIN	High income	RAPFR__2	Restricted access to productive and financial resources	2019	2019	28.3		
ALL	All regions	ISR	Israel	HIN	High income	RCL__2	Restricted civil liberties	2019	2019	38.4		
ASI	Asia	KWT	Kuwait	HIN	High income	DF__2	Discrimination in the family	2019	2019	75.8		
ASI	Asia	KWT	Kuwait	HIN	High income	RAPFR__2	Restricted access to productive and financial resources	2019	2019	80.3		
ALL	All regions	KWT	Kuwait	HIN	High income	DF__2	Discrimination in the family	2019	2019	75.8		
ALL	All regions	KWT	Kuwait	HIN	High income	RAPFR__2	Restricted access to productive and financial resources	2019	2019	80.3		
EUR	Europe	LVA	Latvia	HIN	High income	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	17.8		
EUR	Europe	LVA	Latvia	HIN	High income	DF__2	Discrimination in the family	2019	2019	21.8		
EUR	Europe	LVA	Latvia	HIN	High income	RPI__2	Restricted physical integrity	2019	2019	15.7		
EUR	Europe	LVA	Latvia	HIN	High income	RAPFR__2	Restricted access to productive and financial resources	2019	2019	4.6		
EUR	Europe	LVA	Latvia	HIN	High income	RCL__2	Restricted civil liberties	2019	2019	27.7		
ALL	All regions	LVA	Latvia	HIN	High income	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	17.8		
ALL	All regions	LVA	Latvia	HIN	High income	DF__2	Discrimination in the family	2019	2019	21.8		
ALL	All regions	LVA	Latvia	HIN	High income	RPI__2	Restricted physical integrity	2019	2019	15.7		
ALL	All regions	LVA	Latvia	HIN	High income	RAPFR__2	Restricted access to productive and financial resources	2019	2019	4.6		
ALL	All regions	LVA	Latvia	HIN	High income	RCL__2	Restricted civil liberties	2019	2019	27.7		
EUR	Europe	LTU	Lithuania	HIN	High income	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	15.6		
EUR	Europe	LTU	Lithuania	HIN	High income	DF__2	Discrimination in the family	2019	2019	27.3		
EUR	Europe	LTU	Lithuania	HIN	High income	RPI__2	Restricted physical integrity	2019	2019	9.3		
EUR	Europe	LTU	Lithuania	HIN	High income	RAPFR__2	Restricted access to productive and financial resources	2019	2019	4.6		
EUR	Europe	LTU	Lithuania	HIN	High income	RCL__2	Restricted civil liberties	2019	2019	19.7		
ALL	All regions	LTU	Lithuania	HIN	High income	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	15.6		
ALL	All regions	LTU	Lithuania	HIN	High income	DF__2	Discrimination in the family	2019	2019	27.3		
ALL	All regions	LTU	Lithuania	HIN	High income	RPI__2	Restricted physical integrity	2019	2019	9.3		
ALL	All regions	LTU	Lithuania	HIN	High income	RAPFR__2	Restricted access to productive and financial resources	2019	2019	4.6		
ALL	All regions	LTU	Lithuania	HIN	High income	RCL__2	Restricted civil liberties	2019	2019	19.7		
EUR	Europe	MLT	Malta	HIN	High income	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	21.5		
EUR	Europe	MLT	Malta	HIN	High income	DF__2	Discrimination in the family	2019	2019	24.9		
EUR	Europe	MLT	Malta	HIN	High income	RPI__2	Restricted physical integrity	2019	2019	28.4		
EUR	Europe	MLT	Malta	HIN	High income	RAPFR__2	Restricted access to productive and financial resources	2019	2019	4.9		
EUR	Europe	MLT	Malta	HIN	High income	RCL__2	Restricted civil liberties	2019	2019	26.3		
ALL	All regions	MLT	Malta	HIN	High income	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	21.5		
ALL	All regions	MLT	Malta	HIN	High income	DF__2	Discrimination in the family	2019	2019	24.9		
ALL	All regions	MLT	Malta	HIN	High income	RPI__2	Restricted physical integrity	2019	2019	28.4		
ALL	All regions	MLT	Malta	HIN	High income	RAPFR__2	Restricted access to productive and financial resources	2019	2019	4.9		
ALL	All regions	MLT	Malta	HIN	High income	RCL__2	Restricted civil liberties	2019	2019	26.3		
ASI	Asia	OMN	Oman	HIN	High income	DF__2	Discrimination in the family	2019	2019	86.5		
ALL	All regions	OMN	Oman	HIN	High income	DF__2	Discrimination in the family	2019	2019	86.5		
AME	Americas	PAN	Panama	HIN	High income	DF__2	Discrimination in the family	2019	2019	15.5		
AME	Americas	PAN	Panama	HIN	High income	RAPFR__2	Restricted access to productive and financial resources	2019	2019	16.1		
AME	Americas	PAN	Panama	HIN	High income	RCL__2	Restricted civil liberties	2019	2019	17.8		
ALL	All regions	PAN	Panama	HIN	High income	DF__2	Discrimination in the family	2019	2019	15.5		
ALL	All regions	PAN	Panama	HIN	High income	RAPFR__2	Restricted access to productive and financial resources	2019	2019	16.1		
ALL	All regions	PAN	Panama	HIN	High income	RCL__2	Restricted civil liberties	2019	2019	17.8		
ASI	Asia	QAT	Qatar	HIN	High income	DF__2	Discrimination in the family	2019	2019	92		
ALL	All regions	QAT	Qatar	HIN	High income	DF__2	Discrimination in the family	2019	2019	92		
ASI	Asia	SAU	Saudi Arabia	HIN	High income	DF__2	Discrimination in the family	2019	2019	89		
ASI	Asia	SAU	Saudi Arabia	HIN	High income	RAPFR__2	Restricted access to productive and financial resources	2019	2019	40.7		
ALL	All regions	SAU	Saudi Arabia	HIN	High income	DF__2	Discrimination in the family	2019	2019	89		
ALL	All regions	SAU	Saudi Arabia	HIN	High income	RAPFR__2	Restricted access to productive and financial resources	2019	2019	40.7		
AFR	Africa	SYC	Seychelles	HIN	High income	DF__2	Discrimination in the family	2019	2019	40.7		
ALL	All regions	SYC	Seychelles	HIN	High income	DF__2	Discrimination in the family	2019	2019	40.7		
ASI	Asia	SGP	Singapore	HIN	High income	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	27		
ASI	Asia	SGP	Singapore	HIN	High income	DF__2	Discrimination in the family	2019	2019	27.4		
ASI	Asia	SGP	Singapore	HIN	High income	RPI__2	Restricted physical integrity	2019	2019	14.8		
ASI	Asia	SGP	Singapore	HIN	High income	RAPFR__2	Restricted access to productive and financial resources	2019	2019	11.9		
ASI	Asia	SGP	Singapore	HIN	High income	RCL__2	Restricted civil liberties	2019	2019	49.2		
ALL	All regions	SGP	Singapore	HIN	High income	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	27		
ALL	All regions	SGP	Singapore	HIN	High income	DF__2	Discrimination in the family	2019	2019	27.4		
ALL	All regions	SGP	Singapore	HIN	High income	RPI__2	Restricted physical integrity	2019	2019	14.8		
ALL	All regions	SGP	Singapore	HIN	High income	RAPFR__2	Restricted access to productive and financial resources	2019	2019	11.9		
ALL	All regions	SGP	Singapore	HIN	High income	RCL__2	Restricted civil liberties	2019	2019	49.2		
EUR	Europe	SVN	Slovenia	HIN	High income	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	12.9		
EUR	Europe	SVN	Slovenia	HIN	High income	DF__2	Discrimination in the family	2019	2019	21.8		
EUR	Europe	SVN	Slovenia	HIN	High income	RPI__2	Restricted physical integrity	2019	2019	7.1		
EUR	Europe	SVN	Slovenia	HIN	High income	RAPFR__2	Restricted access to productive and financial resources	2019	2019	9		
EUR	Europe	SVN	Slovenia	HIN	High income	RCL__2	Restricted civil liberties	2019	2019	13.2		
ALL	All regions	SVN	Slovenia	HIN	High income	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	12.9		
ALL	All regions	SVN	Slovenia	HIN	High income	DF__2	Discrimination in the family	2019	2019	21.8		
ALL	All regions	SVN	Slovenia	HIN	High income	RPI__2	Restricted physical integrity	2019	2019	7.1		
ALL	All regions	SVN	Slovenia	HIN	High income	RAPFR__2	Restricted access to productive and financial resources	2019	2019	9		
ALL	All regions	SVN	Slovenia	HIN	High income	RCL__2	Restricted civil liberties	2019	2019	13.2		
ASI	Asia	TWN	Chinese Taipei	HIN	High income	DF__2	Discrimination in the family	2019	2019	37.2		
ASI	Asia	TWN	Chinese Taipei	HIN	High income	RCL__2	Restricted civil liberties	2019	2019	15.9		
ALL	All regions	TWN	Chinese Taipei	HIN	High income	DF__2	Discrimination in the family	2019	2019	37.2		
ALL	All regions	TWN	Chinese Taipei	HIN	High income	RCL__2	Restricted civil liberties	2019	2019	15.9		
AME	Americas	TTO	Trinidad and Tobago	HIN	High income	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	23.5		
AME	Americas	TTO	Trinidad and Tobago	HIN	High income	DF__2	Discrimination in the family	2019	2019	18.3		
AME	Americas	TTO	Trinidad and Tobago	HIN	High income	RPI__2	Restricted physical integrity	2019	2019	26.6		
AME	Americas	TTO	Trinidad and Tobago	HIN	High income	RAPFR__2	Restricted access to productive and financial resources	2019	2019	20.4		
AME	Americas	TTO	Trinidad and Tobago	HIN	High income	RCL__2	Restricted civil liberties	2019	2019	28.5		
ALL	All regions	TTO	Trinidad and Tobago	HIN	High income	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	23.5		
ALL	All regions	TTO	Trinidad and Tobago	HIN	High income	DF__2	Discrimination in the family	2019	2019	18.3		
ALL	All regions	TTO	Trinidad and Tobago	HIN	High income	RPI__2	Restricted physical integrity	2019	2019	26.6		
ALL	All regions	TTO	Trinidad and Tobago	HIN	High income	RAPFR__2	Restricted access to productive and financial resources	2019	2019	20.4		
ALL	All regions	TTO	Trinidad and Tobago	HIN	High income	RCL__2	Restricted civil liberties	2019	2019	28.5		
ASI	Asia	ARE	United Arab Emirates	HIN	High income	DF__2	Discrimination in the family	2019	2019	86.7		
ASI	Asia	ARE	United Arab Emirates	HIN	High income	RAPFR__2	Restricted access to productive and financial resources	2019	2019	28.5		
ALL	All regions	ARE	United Arab Emirates	HIN	High income	DF__2	Discrimination in the family	2019	2019	86.7		
ALL	All regions	ARE	United Arab Emirates	HIN	High income	RAPFR__2	Restricted access to productive and financial resources	2019	2019	28.5		
AME	Americas	URY	Uruguay	HIN	High income	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	22.2		
AME	Americas	URY	Uruguay	HIN	High income	DF__2	Discrimination in the family	2019	2019	27.6		
AME	Americas	URY	Uruguay	HIN	High income	RPI__2	Restricted physical integrity	2019	2019	11		
AME	Americas	URY	Uruguay	HIN	High income	RAPFR__2	Restricted access to productive and financial resources	2019	2019	26.6		
AME	Americas	URY	Uruguay	HIN	High income	RCL__2	Restricted civil liberties	2019	2019	22.8		
