"REGION","Region","LOCATION","Country","INC","Income","VAR","Variable","TIME","Year","Value","Flag Codes","Flags"
"ALL","All regions","SVN","Slovenia","HIN","High income","RPI_VAW_ATT","Attitudes","2019","2019",15.8,,
"ALL","All regions","SVN","Slovenia","HIN","High income","RPI_VAW_PRACT","Practice","2019","2019",13,,
"ASI","Asia","TWN","Chinese Taipei","HIN","High income","RPI_VAW_LAW","Law","2019","2019",0.25,,
"ASI","Asia","TWN","Chinese Taipei","HIN","High income","RPI_VAW_ATT","Attitudes","2019","2019",21.6,,
"ALL","All regions","TWN","Chinese Taipei","HIN","High income","RPI_VAW_LAW","Law","2019","2019",0.25,,
"ALL","All regions","TWN","Chinese Taipei","HIN","High income","RPI_VAW_ATT","Attitudes","2019","2019",21.6,,
"AME","Americas","TTO","Trinidad and Tobago","HIN","High income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AME","Americas","TTO","Trinidad and Tobago","HIN","High income","RPI_VAW_ATT","Attitudes","2019","2019",9.9,,
"AME","Americas","TTO","Trinidad and Tobago","HIN","High income","RPI_VAW_PRACT","Practice","2019","2019",30.2,,
"ALL","All regions","TTO","Trinidad and Tobago","HIN","High income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","TTO","Trinidad and Tobago","HIN","High income","RPI_VAW_ATT","Attitudes","2019","2019",9.9,,
"ALL","All regions","TTO","Trinidad and Tobago","HIN","High income","RPI_VAW_PRACT","Practice","2019","2019",30.2,,
"ASI","Asia","ARE","United Arab Emirates","HIN","High income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","ARE","United Arab Emirates","HIN","High income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AME","Americas","URY","Uruguay","HIN","High income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AME","Americas","URY","Uruguay","HIN","High income","RPI_VAW_ATT","Attitudes","2019","2019",1.5,,
"AME","Americas","URY","Uruguay","HIN","High income","RPI_VAW_PRACT","Practice","2019","2019",14.8,,
"ALL","All regions","URY","Uruguay","HIN","High income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","URY","Uruguay","HIN","High income","RPI_VAW_ATT","Attitudes","2019","2019",1.5,,
"ALL","All regions","URY","Uruguay","HIN","High income","RPI_VAW_PRACT","Practice","2019","2019",14.8,,
"AME","Americas","MEX","Mexico","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.5,,
"AME","Americas","MEX","Mexico","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",5,,
"AME","Americas","MEX","Mexico","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",14.1,,
"ALL","All regions","MEX","Mexico","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","MEX","Mexico","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",5,,
"ALL","All regions","MEX","Mexico","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",14.1,,
"ASI","Asia","TUR","Turkey","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.25,,
"ASI","Asia","TUR","Turkey","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",13.3,,
"ASI","Asia","TUR","Turkey","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",38,,
"ALL","All regions","TUR","Turkey","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.25,,
"ALL","All regions","TUR","Turkey","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",13.3,,
"ALL","All regions","TUR","Turkey","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",38,,
"EUR","Europe","ALB","Albania","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.5,,
"EUR","Europe","ALB","Albania","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",29.8,,
"EUR","Europe","ALB","Albania","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",24.6,,
"ALL","All regions","ALB","Albania","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","ALB","Albania","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",29.8,,
"ALL","All regions","ALB","Albania","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",24.6,,
"AFR","Africa","DZA","Algeria","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.5,,
"AFR","Africa","DZA","Algeria","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",48.2,,
"ALL","All regions","DZA","Algeria","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","DZA","Algeria","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",48.2,,
"ASI","Asia","ARM","Armenia","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ASI","Asia","ARM","Armenia","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",10.1,,
"ASI","Asia","ARM","Armenia","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",8.2,,
"ALL","All regions","ARM","Armenia","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","ARM","Armenia","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",10.1,,
"ALL","All regions","ARM","Armenia","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",8.2,,
"ASI","Asia","AZE","Azerbaijan","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ASI","Asia","AZE","Azerbaijan","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",28,,
"ASI","Asia","AZE","Azerbaijan","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",13.5,,
"ALL","All regions","AZE","Azerbaijan","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","AZE","Azerbaijan","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",28,,
"ALL","All regions","AZE","Azerbaijan","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",13.5,,
"EUR","Europe","BLR","Belarus","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"EUR","Europe","BLR","Belarus","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",4.1,,
"EUR","Europe","BLR","Belarus","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",25,,
"ALL","All regions","BLR","Belarus","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","BLR","Belarus","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",4.1,,
"ALL","All regions","BLR","Belarus","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",25,,
"AME","Americas","BLZ","Belize","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AME","Americas","BLZ","Belize","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",5.2,,
"ALL","All regions","BLZ","Belize","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","BLZ","Belize","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",5.2,,
"EUR","Europe","BIH","Bosnia and Herzegovina","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.5,,
"EUR","Europe","BIH","Bosnia and Herzegovina","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",4.8,,
"EUR","Europe","BIH","Bosnia and Herzegovina","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",13.1,,
"ALL","All regions","BIH","Bosnia and Herzegovina","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","BIH","Bosnia and Herzegovina","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",4.8,,
"ALL","All regions","BIH","Bosnia and Herzegovina","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",13.1,,
"AFR","Africa","BWA","Botswana","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","BWA","Botswana","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AME","Americas","BRA","Brazil","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.25,,
"AME","Americas","BRA","Brazil","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",8.5,,
"AME","Americas","BRA","Brazil","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",33.5,,
"ALL","All regions","BRA","Brazil","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.25,,
"ALL","All regions","BRA","Brazil","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",8.5,,
"ALL","All regions","BRA","Brazil","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",33.5,,
"EUR","Europe","BGR","Bulgaria","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"EUR","Europe","BGR","Bulgaria","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",18.2,,
"EUR","Europe","BGR","Bulgaria","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",23,,
"ALL","All regions","BGR","Bulgaria","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","BGR","Bulgaria","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",18.2,,
"ALL","All regions","BGR","Bulgaria","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",23,,
"ASI","Asia","CHN","China (People's Republic of)","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ASI","Asia","CHN","China (People's Republic of)","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",32.7,,
"ALL","All regions","CHN","China (People's Republic of)","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","CHN","China (People's Republic of)","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",32.7,,
"AME","Americas","COL","Colombia","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.25,,
"AME","Americas","COL","Colombia","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",11.1,,
"AME","Americas","COL","Colombia","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",37.4,,
"ALL","All regions","COL","Colombia","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.25,,
"ALL","All regions","COL","Colombia","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",11.1,,
"ALL","All regions","COL","Colombia","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",37.4,,
"AME","Americas","CRI","Costa Rica","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AME","Americas","CRI","Costa Rica","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",3.5,,
"AME","Americas","CRI","Costa Rica","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",36,,
"ALL","All regions","CRI","Costa Rica","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","CRI","Costa Rica","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",3.5,,
"ALL","All regions","CRI","Costa Rica","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",36,,
"AME","Americas","CUB","Cuba","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AME","Americas","CUB","Cuba","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",3.9,,
"ALL","All regions","CUB","Cuba","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","CUB","Cuba","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",3.9,,
"AME","Americas","DMA","Dominica","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","DMA","Dominica","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AME","Americas","DOM","Dominican Republic","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.25,,
"AME","Americas","DOM","Dominican Republic","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",2,,
"AME","Americas","DOM","Dominican Republic","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",20.4,,
"ALL","All regions","DOM","Dominican Republic","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.25,,
"ALL","All regions","DOM","Dominican Republic","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",2,,
"ALL","All regions","DOM","Dominican Republic","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",20.4,,
"AME","Americas","ECU","Ecuador","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.5,,
"AME","Americas","ECU","Ecuador","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",25.2,,
"AME","Americas","ECU","Ecuador","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",37.5,,
"ALL","All regions","ECU","Ecuador","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","ECU","Ecuador","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",25.2,,
"ALL","All regions","ECU","Ecuador","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",37.5,,
"AFR","Africa","GNQ","Equatorial Guinea","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",1,,
"AFR","Africa","GNQ","Equatorial Guinea","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",52.6,,
"AFR","Africa","GNQ","Equatorial Guinea","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",56.9,,
"ALL","All regions","GNQ","Equatorial Guinea","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",1,,
"ALL","All regions","GNQ","Equatorial Guinea","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",52.6,,
"ALL","All regions","GNQ","Equatorial Guinea","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",56.9,,
"ASI","Asia","FJI","Fiji","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ASI","Asia","FJI","Fiji","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",42.6,,
"ASI","Asia","FJI","Fiji","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",64.1,,
"ALL","All regions","FJI","Fiji","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","FJI","Fiji","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",42.6,,
"ALL","All regions","FJI","Fiji","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",64.1,,
"AFR","Africa","GAB","Gabon","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AFR","Africa","GAB","Gabon","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",50.2,,
"AFR","Africa","GAB","Gabon","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",48.6,,
"ALL","All regions","GAB","Gabon","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","GAB","Gabon","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",50.2,,
"ALL","All regions","GAB","Gabon","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",48.6,,
"AME","Americas","GRD","Grenada","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","GRD","Grenada","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AME","Americas","GTM","Guatemala","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AME","Americas","GTM","Guatemala","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",11,,
"AME","Americas","GTM","Guatemala","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",18,,
"ALL","All regions","GTM","Guatemala","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","GTM","Guatemala","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",11,,
"ALL","All regions","GTM","Guatemala","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",18,,
"AME","Americas","GUY","Guyana","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AME","Americas","GUY","Guyana","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",10.2,,
"ALL","All regions","GUY","Guyana","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","GUY","Guyana","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",10.2,,
"ASI","Asia","IRN","Iran","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ASI","Asia","IRN","Iran","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",21,,
"ASI","Asia","IRN","Iran","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",66,,
"ALL","All regions","IRN","Iran","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","IRN","Iran","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",21,,
"ALL","All regions","IRN","Iran","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",66,,
"ASI","Asia","IRQ","Iraq","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ASI","Asia","IRQ","Iraq","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",54.8,,
"ASI","Asia","IRQ","Iraq","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",21.2,,
"ALL","All regions","IRQ","Iraq","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","IRQ","Iraq","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",54.8,,
"ALL","All regions","IRQ","Iraq","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",21.2,,
"AME","Americas","JAM","Jamaica","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AME","Americas","JAM","Jamaica","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",4.9,,
"AME","Americas","JAM","Jamaica","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",19.7,,
"ALL","All regions","JAM","Jamaica","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","JAM","Jamaica","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",4.9,,
"ALL","All regions","JAM","Jamaica","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",19.7,,
"ASI","Asia","JOR","Jordan","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ASI","Asia","JOR","Jordan","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",18,,
"ASI","Asia","JOR","Jordan","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",23.6,,
"ALL","All regions","JOR","Jordan","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","JOR","Jordan","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",18,,
"ALL","All regions","JOR","Jordan","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",23.6,,
"ASI","Asia","KAZ","Kazakhstan","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ASI","Asia","KAZ","Kazakhstan","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",14.2,,
"ASI","Asia","KAZ","Kazakhstan","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",16.5,,
"ALL","All regions","KAZ","Kazakhstan","UMI","Upper middle income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","KAZ","Kazakhstan","UMI","Upper middle income","RPI_VAW_ATT","Attitudes","2019","2019",14.2,,
"ALL","All regions","KAZ","Kazakhstan","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",16.5,,
